date,open,high,low,close,volume,daily_return,sma_5,sma_10,sma_20,sma_50,sma_200,ema_5,ema_10,ema_20,ema_50,volatility_5,volatility_10,volatility_20,volatility_50,roc_1,roc_5,roc_10,roc_20,rsi_14,bollinger_mid,bollinger_std,bollinger_upper,bollinger_lower,ema_12,ema_26,macd,macd_signal,macd_histogram,atr_14,cum_return,drawdown,volume_sma_5,volume_sma_20,price_volume_ratio,day_of_week,month,quarter,year,is_month_end,is_quarter_end
2003-12-01,1059.0,1070.5,1055.75,1069.0,663167,,,,,,,1069.0,1069.0,1069.0,1069.0,,,,,,,,,,,,,,1069.0,1069.0,0.0,0.0,0.0,,,0.0,,,0.0016119619944900757,0,12,4,2003,0,0
2003-12-02,1069.0,1071.0,1064.25,1067.0,564852,-0.187090739008422,,,,,,1068.3333333333335,1068.6363636363635,1068.8095238095239,1068.9215686274508,,,,,-0.187090739008422,,,,,,,,,1068.6923076923076,1068.8518518518517,-0.1595441595441116,-0.03190883190882232,-0.1276353276352893,,-0.00187090739008422,-0.187090739008422,,,0.0018889903904031498,1,12,4,2003,0,0
2003-12-03,1066.5,1074.25,1064.25,1065.0,677047,-0.18744142455482393,,,,,,1067.2222222222224,1067.9752066115702,1068.4467120181405,1068.7677816224527,,,,,-0.18744142455482393,,,,,,,,,1068.1242603550295,1068.5665294924552,-0.44226913742568286,-0.11398089301219444,-0.3282882444134884,,-0.003741814780168329,-0.3741814780168329,,,0.0015730074869248368,2,12,4,2003,0,0
2003-12-04,1064.75,1070.5,1062.75,1069.5,574760,0.42253521126760507,,,,,,1067.9814814814818,1068.2524417731029,1068.5470251592699,1068.796496068631,,,,,0.42253521126760507,,,,,,,,,1068.3359126081018,1068.635675455977,-0.29976284787517216,-0.15113728398478998,-0.14862556389038217,,0.000467726847521055,0.0,,,0.001860776672002227,3,12,4,2003,0,0
2003-12-05,1067.0,1068.75,1059.5,1062.25,638116,-0.6778868630201051,1066.55,,,,,1066.0709876543212,1067.1610887234478,1067.9473084774347,1068.5397707326065,,,,,-0.6778868630201051,,,,,,,,,1067.3996183607017,1068.162662459238,-0.7630440985362839,-0.27351864689508876,-0.4895254516411951,,-0.006314312441534131,-0.6778868630201051,623588.4,,0.0016646659854948004,4,12,4,2003,0,0
2003-12-08,1061.0,1069.5,1057.75,1069.0,498544,0.6354436337961955,1066.55,,,,,1067.047325102881,1067.4954362282756,1068.047564812917,1068.557818939171,1.1789753313226405,,,,0.6354436337961955,0.0,,,,,,,,1067.6458309205937,1068.2246874622574,-0.5788565416637539,-0.3345862258488218,-0.24427031581493208,,0.0,-0.04675081813931836,590663.8,,0.0021442440386405213,0,12,4,2003,0,0
2003-12-09,1069.25,1072.75,1058.75,1060.5,680486,-0.7951356407857824,1065.25,,,,,1064.8648834019207,1066.2235387322255,1067.3287491164488,1068.2418260395957,1.4303113888749075,,,,-0.7951356407857824,-0.6091846298031833,,,,,,,,1066.5464723174255,1067.6524883909792,-1.1060160735537465,-0.4888721953898068,-0.6171438781639398,,-0.007951356407857824,-0.8415147265077194,613790.6,,0.001558444993725073,1,12,4,2003,0,0
2003-12-10,1060.75,1063.0,1053.0,1060.75,636587,0.023573785950015136,1064.4,,,,,1063.4932556012805,1065.2283498718207,1066.702201581549,1067.9480289400037,1.4335279444082079,,,,0.023573785950015136,-0.39906103286384553,,,,,,,,1065.6547073455138,1067.1411929546105,-1.4864856090966896,-0.6883948781311834,-0.7980907309655062,,-0.007717492984097407,-0.8181393174380602,605698.6,,0.00166630798304081,2,12,4,2003,0,0
2003-12-11,1060.5,1074.0,1059.25,1072.25,148185,1.084138581192562,1064.95,,,,,1066.4121704008537,1066.5050135314896,1067.230563335687,1068.1167336874546,1.8223877411910585,,,,1.084138581192562,0.2571294997662399,,,,,,,,1066.6693677538963,1067.519623106121,-0.8502553522246217,-0.7207669729498711,-0.12948837927475054,,0.0030402245088867463,0.0,520383.6,,0.007235887572966225,3,12,4,2003,0,0
2003-12-12,1074.25,1075.0,1067.0,1074.25,57159,0.18652366519003039,1067.35,1066.95,,,,1069.0247802672359,1067.9131928894005,1067.8990811132408,1068.3572539350052,1.5769014451535097,,,,0.18652366519003039,1.1296775711932217,,,,,,,,1067.8356188686814,1068.0181695427045,-0.18255067402310488,-0.6131237131645179,0.430573039141413,,0.004911131898970966,0.0,404192.2,,0.018794065676446405,4,12,4,2003,0,0
2003-12-15,1087.25,1090.25,1067.75,1068.75,76639,-0.5119851058878244,1067.3,1066.925,,,,1068.933186844824,1068.0653396367823,1067.9801210072178,1068.3726557414757,1.622128037878104,1.8906376885970329,,,-0.5119851058878244,-0.02338634237605275,-0.02338634237605275,,,,,,,1067.9762928888842,1068.0723792062079,-0.09608631732362483,-0.5097162339963393,0.4136299166727144,,-0.0002338634237605275,-0.5119851058878244,319811.2,,0.013945249807539242,0,12,4,2003,0,0
2003-12-16,1069.0,1076.0,1067.25,1075.0,25299,0.5847953216374213,1070.2,1067.725,,,,1070.9554578965494,1069.326186975549,1068.6486809112923,1068.6325515947512,1.3421319291853429,1.9623094087538877,,,0.5847953216374213,1.3672795851013664,0.7497656982192957,,,,,,,1069.0568632136712,1068.5855363020444,0.4713269116268748,-0.3135076048716965,0.7848345164985713,,0.005612722170252438,0.0,188773.8,,0.04249179809478636,1,12,4,2003,0,0
2003-12-17,1074.25,1078.0,1070.75,1077.5,25303,0.23255813953488857,1073.55,1068.975,,,,1073.136971931033,1070.8123347981764,1069.4916636816454,1068.980294669467,1.309375163270556,1.9444160392064334,,,0.23255813953488857,1.5790714117369875,1.1737089201877993,,,,,,,1070.3558073346449,1069.2458669463374,1.1099403883074501,-0.028818006235867166,1.1387583945433173,,0.007951356407857713,0.0,66517.0,,0.04258388333399202,2,12,4,2003,0,0
2003-12-18,1078.0,1090.75,1076.5,1090.75,29303,1.2296983758700586,1077.25,1071.1,,,,1079.0079812873555,1074.4373648348715,1071.5162671405362,1069.8340086039977,1.4196707716316301,2.2310740951592996,,,1.2296983758700586,1.7253439030076922,1.986909770920997,,65.05190311418684,,,,,1073.4933754370072,1070.8387656910531,2.654609745954076,0.5078675442021215,2.1467422017519544,11.464285714285714,0.020346117867165336,0.0,42740.6,,0.03722315121318636,3,12,4,2003,0,0
2003-12-19,1090.0,1092.25,1088.75,1091.6099853515625,539361,0.07884348856863621,1080.7219970703125,1074.0359985351563,,,,1083.208649308758,1077.5596594742697,1073.4299545892054,1070.6879684764513,1.4385890470204035,2.0187742392019556,,,0.07884348856863621,1.6160098069874396,2.7639430785184826,,65.46299403757115,,,,,1076.2805461930927,1072.3773745547946,3.9031716382980903,1.1869283630213154,2.716243275276775,10.660714285714286,0.021150594341966533,0.0,139181.0,,0.0020238949151895717,4,12,4,2003,0,0
2003-12-22,1082.5,1093.0,1080.5,1092.75,292581,0.10443424517323496,1085.5219970703124,1076.4109985351563,,,,1086.389099539172,1080.321539569857,1075.269958914043,1071.553146183257,1.0784686831811905,1.9829036762612287,,,0.10443424517323496,2.2456140350877174,2.221702525724978,,67.82006920415225,,,,,1078.8143083172322,1073.886457921106,4.927850396126132,1.935112769642279,2.992737626483853,11.071428571428571,0.022217025257249556,0.0,182369.4,,0.0037348631660975933,0,12,4,2003,0,0
2003-12-23,1092.5,1095.75,1090.25,1093.5,267667,0.06863417982154729,1089.2219970703125,1079.7109985351562,,,,1088.7593996927815,1082.7176232844283,1077.0061533031817,1072.413807117247,1.118257663287718,1.65109527093001,,,0.06863417982154729,1.7209302325581488,3.111739745403108,,70.07042253521126,,,,,1081.0736454991963,1075.339312889913,5.734332609283456,2.6949567375705143,3.0393758717129415,10.75,0.022918615528531028,0.0,230843.0,,0.004085300018306329,1,12,4,2003,0,0
2003-12-24,1093.5,1095.25,1089.5,1093.0,94667,-0.04572473708276403,1092.3219970703126,1082.9359985351562,,,,1090.172933128521,1084.587146323623,1078.5293767981168,1073.2211087989235,1.1851839736952219,1.665754270006308,,,-0.04572473708276403,1.4385150812064929,3.0403016733443256,,67.53731343283582,,,,,1082.9084692685508,1076.6475119351046,6.260957333446186,3.408156856745649,2.8528004767005366,10.607142857142858,0.022450888681009973,-0.04572473708276403,244715.8,,0.011545733993894388,2,12,4,2003,0,0
2003-12-26,1093.5,1097.0,1092.5,1093.5,68120,0.04574565416286536,1092.8719970703125,1085.0609985351562,,,,1091.2819554190141,1086.2076651738735,1079.9551504363915,1074.01635943426,0.12904865419298678,1.43049496485252,,,0.04574565416286536,0.25212010084803005,1.981813942643984,,75.93360995850622,,,,,1084.5379355349276,1077.8958443843562,6.642091150571332,4.054943715510786,2.5871474350605457,10.214285714285714,0.022918615528531028,0.0,252479.2,,0.016052554315913094,4,12,4,2003,0,0
2003-12-29,1093.5,1109.25,1093.0,1107.75,301478,1.3031550068587139,1096.1,1088.4109985351563,1077.6804992675782,,,1096.771303612676,1090.1244533240783,1082.6022789662588,1075.3392472995833,1.2659749577943942,1.8072938705803887,,,1.3031550068587139,1.4785513933567973,3.1184547358622305,,78.59778597785979,1077.6804992675782,13.901798609323029,1105.4840964862242,1049.8769020489322,1088.109022375708,1080.1072633188485,8.001759056859555,4.8443067837805405,3.1574522730790147,10.535714285714286,0.036248830682880984,0.0,204902.6,342966.05,0.0036743974684719945,0,12,4,2003,0,0
2003-12-30,1107.75,1109.0,1105.0,1107.75,218431,0.0,1099.1,1092.3109985351562,1079.6179992675782,,,1100.4308690751175,1093.329098174246,1084.9973000170912,1076.6102572094037,1.2897356545243022,1.6106988734531553,2.555363251897059,,0.0,1.3726835964310125,3.6491228070175463,3.6248830682881206,89.87341772151899,1079.6179992675782,15.262071613319957,1110.142142494218,1049.0938560409384,1091.1307112409838,1082.1548734433782,8.975837797605664,5.6706129865455654,3.305224811060098,9.821428571428571,0.036248830682880984,0.0,190072.6,320729.25,0.00507139554367283,1,12,4,2003,0,0
2003-12-31,1107.75,1111.5,1104.75,1110.5,322533,0.24825095915144146,1102.5,1095.8609985351563,1081.7929992675781,,,1103.7872460500785,1096.451080324383,1087.426128586892,1077.9392667306035,1.2662147588193675,1.593629154769577,2.526499446195618,,0.24825095915144146,1.5546410608139105,3.302325581395338,4.0768509840674705,90.2834008097166,1081.7929992675781,16.424560127720046,1114.6421195230182,1048.943879012138,1094.110601819294,1084.2545124475723,9.856089371721737,6.5077082635808,3.348381108140937,9.589285714285714,0.0388213283442469,0.0,201045.8,308613.3,0.0034430585397463207,2,12,4,2003,1,1
2004-01-02,1111.0,1118.0,1103.5,1109.0,452889,-0.13507429085997114,1105.7,1099.0109985351562,1083.9929992675782,,,1105.5248307000525,1098.732702083586,1089.480783007188,1079.1573347019525,1.3003101630805347,1.6587956334808642,2.5185435150456623,,-0.13507429085997114,1.4638609332113361,2.9234338747099686,4.131455399061035,85.5072463768116,1083.9929992675782,16.993765725059383,1117.9805307176969,1050.0054678174595,1096.4012784624795,1086.0875115255299,10.313766936949605,7.268919998254562,3.044846938695043,9.571428571428571,0.03741814780168373,-0.13507429085997114,272690.2,297405.4,0.0024487236386840925,4,1,1,2004,0,0
2004-01-05,1108.75,1121.5,1108.75,1120.0,609539,0.9918845807033394,1111.0,1101.9359985351562,1086.517999267578,,,1110.3498871333684,1102.599483522934,1092.3873751017416,1080.7590078508956,1.4151062191216757,1.520343219371582,2.6323016189429507,,0.9918845807033394,2.4234110653863716,2.6816410726564266,4.721832632071066,87.65432098765432,1086.517999267578,18.418980443268232,1123.3559601541144,1049.6800383810416,1100.0318510067134,1088.599547708824,11.432303297889348,8.10159665818152,3.3307066397078273,9.910714285714286,0.04770813844714672,0.0,380974.0,299144.35,0.00183745420719593,0,1,1,2004,0,0
2004-01-06,1119.75,1123.5,1115.5,1122.0,520267,0.17857142857142794,1113.85,1104.975,1089.5054992675782,,,1114.2332580889124,1106.1268501551276,1095.2076250920518,1082.3763016606645,0.9785536579097491,1.509936646843005,2.4537466132013463,,0.17857142857142794,1.2863913337846977,2.7839626841311915,5.624852906566247,96.5065502183406,1089.5054992675782,19.108349557395695,1127.7221983823697,1051.2888001527867,1103.4115662364497,1091.0736552859482,12.33791095050151,8.94885951664552,3.3890514338559896,8.875,0.04957904583723094,0.0,424731.8,293251.9,0.0021565849842484722,1,1,1,2004,0,0
2004-01-07,1121.75,1126.75,1114.75,1125.5,623738,0.3119429590017875,1117.4,1108.25,1092.330499267578,,,1117.9888387259416,1109.6492410360136,1098.0926131785232,1084.0674270857367,0.9244812508772915,1.4979519406276645,2.4249386040302907,,0.3119429590017875,1.6023470999774414,2.9970258522077353,5.285313376987832,96.3302752293578,1092.330499267578,20.069573089772273,1132.4696454471225,1052.1913530880336,1106.8097868154575,1093.6237548943966,13.18603192106093,9.796293997528602,3.389737923532328,9.107142857142858,0.052853133769878324,0.0,505793.2,299511.6,0.001804443532380583,2,1,1,2004,0,0
2004-01-08,1125.5,1130.5,1123.75,1129.5,655254,0.35539760106619855,1121.2,1111.85,1095.780499267578,,,1121.825892483961,1113.2584699385566,1101.0837928758067,1085.849096611786,0.9204150378881282,1.4767306064429302,2.156424747419801,,0.35539760106619855,1.710941017559664,3.292181069958855,6.506364922206509,96.42857142857143,1095.780499267578,20.239758446112567,1136.2600161598032,1055.300982375353,1110.3005888438486,1096.2812545318486,14.019334311999955,10.640902060422873,3.378432251577083,9.071428571428571,0.056594948550046764,0.0,572337.4,298250.0,0.0017237590308491059,3,1,1,2004,0,0
2004-01-09,1129.5,1131.0,1119.0,1120.0,870229,-0.8410801239486454,1123.4,1114.55,1098.7429992675782,,,1121.2172616559742,1114.484202677001,1102.885336411444,1087.1883477250494,1.4782023210013975,1.8626047987958925,2.435467695365885,,-0.8410801239486454,0.9918845807033394,2.470265324794152,5.585670516144248,77.99043062200957,1098.7429992675782,19.14931471767494,1137.041628702928,1060.4443698322284,1111.792805944795,1098.0381986406005,13.754607304194451,11.263643109177188,2.4909641950172627,8.910714285714286,0.04770813844714694,-0.8410801239486454,655805.4,309932.1,0.0012870175551492767,4,1,1,2004,0,0
2004-01-12,1119.5,1128.5,1118.25,1128.25,636419,0.7366071428571486,1125.05,1118.025,1101.5429992675781,,,1123.5615077706495,1116.9870749175461,1105.3010186579731,1088.798608598577,1.3207777618903909,1.9077031698143507,2.3364946380789755,,0.7366071428571486,0.7366071428571486,3.1778692272519393,5.222662625320584,80.717643904366,1101.5429992675781,19.165776668742126,1139.8745526050625,1063.2114459300938,1114.324681953288,1100.276109852408,14.048572100880165,11.820628907517783,2.227943193362382,9.392857142857142,0.05542563143124424,-0.11066843736166065,661181.4,334343.8,0.0017728100512398278,0,1,1,2004,0,0
2004-01-13,1128.25,1129.25,1113.75,1121.25,739977,-0.6204298692665589,1124.9,1119.375,1103.892999267578,,,1122.791005180433,1117.762152205265,1106.8199692619758,1090.0712121829465,1.5239308799735107,1.7650390190388363,2.4957325636487635,,-0.6204298692665589,-0.06684491978609097,1.2186865267433955,4.375145450314166,71.7557251908397,1103.892999267578,18.513467331212432,1140.9199339300028,1066.8660646051533,1115.3901154989362,1101.8297313448222,13.56038415411399,12.168579956837025,1.391804197276965,9.607142857142858,0.04887745556594969,-0.7304116865869847,705123.4,368484.7,0.0015152497983045418,1,1,1,2004,0,0
2004-01-14,1121.25,1132.5,1119.25,1131.25,530133,0.8918617614269708,1126.05,1121.725,1107.017999267578,,,1125.610670120289,1120.214488167944,1109.1466388560734,1091.6860666071445,1.7685066693657798,1.9151457928711222,2.459367578312921,,0.8918617614269708,0.5108840515326563,2.1214172872940695,5.84795321637428,75.25083612040135,1107.017999267578,17.517335130493212,1142.0526695285644,1071.9833290065917,1117.830097729869,1104.0090105044649,13.821087225404199,12.499081410550462,1.3220058148537372,10.160714285714286,0.05823199251637057,0.0,686402.4,391159.4,0.002133898474533749,2,1,1,2004,0,0
