date,open,high,low,close,volume,daily_return,sma_5,sma_10,sma_20,sma_50,sma_200,ema_5,ema_10,ema_20,ema_50,volatility_5,volatility_10,volatility_20,volatility_50,roc_1,roc_5,roc_10,roc_20,rsi_14,bollinger_mid,bollinger_std,bollinger_upper,bollinger_lower,ema_12,ema_26,macd,macd_signal,macd_histogram,atr_14,cum_return,drawdown,volume_sma_5,volume_sma_20,price_volume_ratio,day_of_week,month,quarter,year,is_month_end,is_quarter_end
2004-01-15,1129.75,1136.5,1123.0,1133.25,876169,0.17679558011050034,1126.8,1124.0,1109.9304992675782,,,1128.157113413526,1122.5845812283178,1111.4421970602568,1093.3160247794135,1.7457017675883182,1.9149674053965537,2.4409642492945207,,0.17679558011050034,0.33200531208499307,2.0486267447095807,5.418604651162795,76.39344262295081,1109.9304992675782,16.738854943754948,1143.4082091550881,1076.4527893800682,1120.2023903868123,1106.1750097263564,14.027380660455947,12.80474126053156,1.222639399924386,10.714285714285714,0.06010289990645479,0.0,730585.4,433702.9,0.0012934148548967152,3,1,1,2004,0,0
2004-01-16,1133.0,1139.0,1132.0,1138.0,876169,0.4191484667990242,1130.4,1126.9,1112.955499267578,,,1131.4380756090175,1125.387384641351,1113.9715116259467,1095.0683375331619,1.330098904229883,1.8856986427854419,2.4454327714384725,,0.4191484667990242,1.6071428571428514,2.6149684400360584,5.614849187935045,77.63975155279502,1112.955499267578,16.020945369892146,1144.9973900073624,1080.9136085277937,1122.9404841734568,1108.532416413293,14.408067760163703,13.125406560457991,1.2826611997057125,10.892857142857142,0.0645463049579047,0.0,731773.4,476246.2,0.0012988361834303656,4,1,1,2004,0,0
2004-01-19,1137.75,1140.75,1135.5,1136.25,574795,-0.1537785588752172,1132.0,1128.525,1115.2304992675781,,,1133.0420504060116,1127.3624056156507,1116.0932724234756,1096.683304688724,1.2792069513500854,1.7335695262699458,2.261264424405028,,-0.1537785588752172,0.7090627077332101,1.4508928571428603,4.171441668576659,70.95588235294117,1115.2304992675781,15.932060009874553,1147.0946192873273,1083.366379247829,1124.9881019929248,1110.5855707530493,14.402531239875543,13.380831496341504,1.0216997435340396,10.107142857142858,0.06290926099158112,-0.1537785588752172,719448.6,503520.8,0.001976791725745701,0,1,1,2004,0,0
2004-01-20,1137.75,1142.25,1134.0,1137.5,563145,0.11001100110010764,1135.25,1130.075,1117.525,,,1134.5280336040078,1129.2056045946233,1118.1320083831445,1098.2839594068132,0.8810934169954033,1.733472163528743,2.2596372558731748,,0.11001100110010764,1.449275362318847,1.3814616755793319,4.2038837372542215,71.48014440433212,1117.525,15.653295432422931,1148.831590864846,1086.2184091351542,1126.9130093786287,1112.5792321787494,14.33377719987925,13.571420637049055,0.7623565628301954,10.410714285714286,0.06407857811038364,-0.04393673110720808,684082.2,504710.0,0.002019906063269673,1,1,1,2004,0,0
2004-01-21,1137.25,1148.75,1132.75,1146.0,683620,0.7472527472527579,1138.2,1132.125,1120.1875,,,1138.352022402672,1132.2591310319644,1120.7861028228451,1100.1551766849775,0.7610648626272032,1.8335916950229,2.3194705919329577,,0.7472527472527579,1.3038674033149178,1.8214127054642315,4.873026767330124,73.66666666666666,1120.1875,15.745900677886516,1151.679301355773,1088.695698644227,1129.8494694742242,1115.054844609953,14.7946248642711,13.816061482493465,0.9785633817776347,11.071428571428571,0.07202993451824158,0.0,714779.6,524261.95,0.0016763699131096222,2,1,1,2004,0,0
2004-01-22,1146.0,1149.25,1141.5,1144.0,556580,-0.17452006980802626,1140.35,1133.575,1122.7125,,,1140.2346816017814,1134.3938344806982,1122.9969501730502,1101.8745815208606,0.8806927324740332,1.8544242808066478,2.350853771033206,,-0.17452006980802626,0.9485991617030676,1.2837538733952991,4.618198445358934,73.17880794701986,1122.7125,15.283348997484678,1153.2791979949695,1092.1458020050306,1132.0264741704973,1117.1989301944009,14.827543976096422,14.018357981214058,0.8091859948823643,10.589285714285714,0.07015902712815736,-0.17452006980802626,650861.8,538707.6,0.00205540982428402,3,1,1,2004,0,0
2004-01-23,1141.75,1149.25,1135.25,1140.25,641861,-0.3277972027971976,1140.8,1135.6,1125.075,,,1140.239787734521,1135.4585918478438,1124.6400977756168,1103.3794998925916,0.9512830076936145,1.6110972807854518,2.401710009251391,,-0.3277972027971976,0.19771528998242527,1.8080357142857162,4.322964318389744,64.83516483516483,1125.075,14.050917744889446,1153.176835489779,1096.973164510221,1133.291631990421,1118.9064168466675,14.385215143753385,14.091729413721923,0.2934857300314615,10.678571428571429,0.06665107577174956,-0.5017452006980783,604000.2,566067.3,0.0017764749688795548,4,1,1,2004,0,0
2004-01-26,1140.0,1155.0,1138.0,1154.25,588066,1.2278009208506857,1144.4,1138.2,1128.1125,,,1144.9098584896808,1138.875211511872,1127.4600884636534,1105.3744214654312,1.4641015105352764,1.8557756991884928,2.5978368098668527,,1.2278009208506857,1.5841584158415856,2.304453800132955,5.555555555555558,70.09345794392524,1128.1125,13.417995330308111,1154.9484906606162,1101.2765093393837,1136.515996299587,1121.5244600432106,14.991536256376321,14.271690782252804,0.7198454741235167,11.321428571428571,0.07974742750233887,0.0,606654.4,592064.6,0.00196278989093061,0,1,1,2004,0,0
2004-01-27,1154.25,1154.75,1142.0,1142.5,655547,-1.017977041368856,1145.4,1140.325,1129.85,,,1144.106572326454,1139.5342639642588,1128.8924609909245,1106.8303265060024,1.9995956069811058,2.0863668139820883,2.6644024499523207,,-1.017977041368856,0.439560439560438,1.8952062430323213,3.1369893929135584,59.60451977401131,1129.85,12.881647491886264,1155.6132949837724,1104.0867050162274,1137.4366122534966,1123.0782037437134,14.358408509783203,14.289034327758886,0.06937418202431722,11.375,0.0687558465855942,-1.017977041368856,625134.8,609768.05,0.0017428193554390457,1,1,1,2004,0,0
2004-01-28,1142.25,1148.0,1124.75,1129.25,821903,-1.1597374179431075,1142.05,1140.125,1130.925,,,1139.1543815509694,1137.664397788939,1128.926512325122,1107.70952938812,2.1227566487289935,2.3155070751480005,2.970775614272172,,-1.1597374179431075,-1.4616055846422338,-0.17679558011050034,1.9408711351839303,49.87212276214834,1130.925,11.79124898522347,1154.5074979704468,1107.342502029553,1136.1771334452662,1123.5353738367717,12.641759608494567,13.959579383906023,-1.317819775411456,12.553571428571429,0.05636108512628635,-2.1659085986571402,652791.4,639941.65,0.001373945587252997,2,1,1,2004,0,0
2004-01-29,1128.5,1133.75,1120.75,1130.25,886218,0.0885543502324504,1139.3,1139.825,1131.9125,,,1136.186254367313,1136.3163254636772,1129.0525587703485,1108.5934694121154,2.156744517558923,2.3090463587359196,2.9665775098042246,,0.0885543502324504,-1.2019230769230727,-0.2647253474520217,1.7784781629896385,55.7422969187675,1131.9125,10.773772674023327,1153.4600453480466,1110.3649546519532,1135.265266761379,1124.0327535525664,11.232513208812634,13.414166148887347,-2.181652940074713,12.625,0.05729653882132846,-2.079272254710851,718719.0,668125.9,0.0012753633981706532,3,1,1,2004,0,0
2004-01-30,1131.0,1132.25,1126.0,1130.0,585391,-0.022119000221187957,1137.25,1139.025,1132.9625,,,1134.1241695782087,1135.1679026520994,1129.1427912684105,1109.4329411998756,2.162460293796085,2.256493056777392,2.9596880925640168,,-0.022119000221187957,-0.8989256741942508,-0.7029876977152849,1.8935978358881833,51.07692307692308,1132.9625,9.352833443454646,1151.6681668869094,1114.2568331130908,1134.455225721167,1124.4747718079318,9.980453913235124,12.727423701756903,-2.7469697885217794,12.339285714285714,0.05706267539756804,-2.1009313406974206,707425.0,674751.0,0.001930333742746301,4,1,1,2004,0,0
2004-02-02,1130.25,1142.25,1126.5,1134.5,675576,0.39823008849557695,1133.3,1138.85,1133.6875,,,1134.2494463854725,1135.046465806263,1129.6530016238,1110.415963113606,1.5657582317739174,2.300333565500764,2.8270838358335415,,0.39823008849557695,-1.711067792939136,-0.15401540154015292,1.294642857142847,58.412698412698404,1133.6875,8.84325307790916,1151.3740061558183,1116.0009938441817,1134.4621140717568,1125.2173813036404,9.244732768116364,12.030885515028796,-2.786152746912432,12.357142857142858,0.061272217025257536,-1.711067792939136,724927.0,678052.85,0.0016793077314765474,0,2,1,2004,0,0
2004-02-03,1134.5,1136.5,1129.5,1133.0,594482,-0.1322168356103992,1131.4,1138.4,1134.2375,,,1133.8329642569818,1134.674381114215,1129.9717633739142,1111.301611618955,1.3193318100439044,2.2986904397384014,2.8311645614137615,,-0.1322168356103992,-0.8315098468271387,-0.39560439560439864,0.9803921568627416,51.245551601423486,1134.2375,8.409532107264152,1151.0565642145282,1117.4184357854717,1134.2371734453327,1125.7938715774449,8.44330186788784,11.313368785600606,-2.870066917712766,11.910714285714286,0.05986903648269437,-1.8410223088585642,712714.0,681763.6,0.0019058609007505695,1,2,1,2004,0,0
2004-02-04,1133.0,1133.5,1122.0,1124.0,771930,-0.7943512797881747,1130.35,1136.2,1134.1625,,,1130.5553095046546,1132.733584547994,1129.4030240049701,1111.7995876338978,0.9828038698254213,2.2300160364015786,2.9378441166545928,,-0.7943512797881747,-0.46491033872039234,-1.919720767888311,-0.13327410039982723,44.01294498381877,1134.1625,8.497784153899463,1151.1580683077989,1117.166931692201,1132.6622236845124,1125.6609922013379,7.001231483174479,10.45094132511538,-3.4497098419409014,11.767857142857142,0.051449953227315603,-2.6207494043751334,702719.4,689173.2,0.0014560905781612322,2,2,1,2004,0,0
2004-02-05,1123.75,1130.25,1122.5,1126.5,579920,0.22241992882561235,1129.6,1134.45,1134.0125,,,1129.2035396697697,1131.6002055392678,1129.1265455283062,1112.3760743933528,1.0219470742415422,2.2683549675401826,2.9236661644623108,,0.22241992882561235,-0.33178500331785266,-1.5297202797202814,-0.26560424966799445,42.33333333333333,1134.0125,8.61015121512496,1151.2328024302499,1116.7921975697502,1131.7141892715103,1125.7231409271646,5.9910483443457,9.558962728961445,-3.5679143846157455,11.821428571428571,0.053788587464920656,-2.404158544509427,641459.8,685406.5,0.0019425093116291902,3,2,1,2004,0,0
2004-02-06,1126.75,1142.0,1125.0,1139.0,646603,1.1096316023080366,1131.4,1134.325,1134.9625,,,1132.4690264465132,1132.9456227139462,1130.0668745256103,1113.420149907339,1.5646981693389306,2.5786028705239388,2.9908614931118427,,1.1096316023080366,0.7964601769911539,-0.10962508221881162,1.6964285714285765,51.60349854227405,1134.9625,8.00997527757206,1150.9824505551442,1118.942549444856,1132.8350832297394,1126.706611969597,6.128471260142533,8.872864435197663,-2.74439317505513,12.660714285714286,0.06548175865294681,-1.3212042451808514,653702.2,674225.2,0.0017615136335587679,4,2,1,2004,0,0
2004-02-09,1139.25,1143.75,1137.75,1140.0,472032,0.08779631255486642,1132.5,1132.9,1135.55,,,1134.9793509643423,1134.228236765956,1131.0128864755522,1114.4624969697963,1.5363395536669706,2.195029512970882,2.9116833827078032,,0.08779631255486642,0.4847950639047971,-1.2345679012345734,1.0414358519831524,51.461988304093566,1135.55,7.922154146173588,1151.3943082923472,1119.7056917076527,1133.9373781174718,1127.6913073792564,6.246070738215394,8.347505695801209,-2.1014349575858144,12.5,0.06641721234798892,-1.2345679012345734,612993.4,666005.85,0.0024150905023388246,0,2,1,2004,0,0
2004-02-10,1140.25,1146.75,1137.5,1143.25,506464,0.2850877192982493,1134.55,1132.975,1136.65,1109.6071997070312,,1137.7362339762283,1135.8685573539638,1132.178325858833,1115.5914186572552,1.5144707516620504,1.9802992918207791,2.830633738097556,,0.2850877192982493,0.9046778464254279,0.06564551422318932,1.962095875139358,48.28660436137072,1136.65,7.337897303863605,1151.3257946077274,1121.9742053922728,1135.3700891763224,1128.843803128941,6.526286047381291,7.983261766117225,-1.4569757187359347,12.017857142857142,0.06945743685687567,-0.9529997834091364,595389.8,654330.2,0.002257317400644468,1,2,1,2004,0,0
